Frota veiculos novembro 2020,,,,,,,,,,,,,,,,,,,,,,,
,,"  107,585,150 ",,,,,,,,,,,,,,,,,,,,,
UF,MUNICIPIO,TOTAL,AUTOMOVEL,BONDE,CAMINHAO,CAMINHAO TRATOR,CAMINHONETE,CAMIONETA,CHASSI PLATAF,CICLOMOTOR,MICRO-ONIBUS,MOTOCICLETA,MOTONETA,ONIBUS,QUADRICICLO,REBOQUE,SEMI-REBOQUE,SIDE-CAR,OUTROS,TRATOR ESTEI,TRATOR RODAS,TRICICLO,UTILITARIO
PB,CACIMBA DE AREIA,723,197,0,5,0,50,0,0,3,7,433,16,5,0,5,0,0,0,0,0,1,1
PB,CACIMBA DE DENTRO,2853,1081,0,93,1,137,49,0,1,19,1257,161,34,0,11,3,0,0,0,0,0,6
PB,CACIMBAS,1233,345,0,6,0,104,4,0,1,13,714,35,4,0,1,0,0,0,0,0,1,5
PB,CAICARA,1525,448,0,16,0,79,13,0,9,4,869,75,5,0,5,1,0,0,0,0,0,1
PB,CAJAZEIRAS,33977,11310,0,437,40,2562,483,0,168,57,14476,3886,75,0,238,58,1,0,0,1,12,173
PB,CAJAZEIRINHAS,684,108,0,5,2,65,17,0,1,1,386,88,4,0,3,4,0,0,0,0,0,0
PB,CALDAS BRANDAO,1649,530,0,41,1,57,7,0,38,5,883,63,9,0,10,2,0,0,0,0,0,3
PB,CAMALAU,905,301,0,43,2,110,11,0,1,11,379,18,17,0,7,2,0,0,0,0,0,3
PB,CAMPINA GRANDE,195265,91994,0,4295,679,12489,4340,0,5676,383,59341,9729,897,1,1962,1029,3,14,0,3,62,2368
PB,CAPIM,1287,557,0,32,0,61,13,0,16,12,519,45,24,0,2,2,0,0,0,0,0,4
PB,CARAUBAS,451,169,0,15,0,76,6,0,0,16,154,2,5,0,3,0,0,0,0,0,0,5
PB,CARRAPATEIRA,584,109,0,6,0,50,2,0,0,1,388,22,3,0,3,0,0,0,0,0,0,0
PB,CASSERENGUE,1083,550,0,51,1,92,36,0,1,11,273,47,17,0,2,1,0,0,0,0,1,0
PB,CATINGUEIRA,756,212,0,22,0,63,26,0,1,5,382,34,1,0,9,0,0,0,0,0,0,1
PB,CATOLE DO ROCHA,14525,3255,0,239,20,709,136,0,41,55,7407,2462,16,0,80,39,0,0,0,0,3,63
PB,CATURITE,1541,539,0,109,4,170,32,0,2,25,584,45,14,0,7,6,0,0,0,0,1,3
PB,CONCEICAO,5196,1187,0,107,5,390,39,0,69,38,2909,398,10,0,24,4,0,0,0,0,2,14
PB,CONDADO,1642,400,0,40,0,115,21,0,5,8,868,159,9,0,15,0,0,0,0,0,1,1
PB,CONDE,6961,2451,0,190,33,569,149,0,193,28,3081,67,28,0,46,73,0,0,0,10,0,43
PB,CONGO,872,327,0,27,1,111,11,0,1,11,352,10,6,0,8,1,0,0,0,0,0,6
PB,COREMAS,5375,848,0,82,2,451,62,0,11,32,3469,364,10,0,19,3,0,0,0,0,1,21
PB,COXIXOLA,408,134,0,8,0,45,14,0,2,10,165,21,5,0,4,0,0,0,0,0,0,0
PB,CRUZ DO ESPIRITO SANTO,4346,1347,0,44,4,183,31,0,84,9,2509,68,34,0,11,8,0,0,0,0,0,14
PB,CUBATI,1271,501,0,43,1,86,15,0,2,9,561,28,6,0,15,0,0,0,0,0,1,3
PB,CUITE,3727,1478,0,87,6,245,53,0,2,13,1516,237,19,0,40,9,0,0,0,0,0,22
PB,CUITE DE MAMANGUAPE,1473,466,0,23,0,81,25,0,3,10,764,56,42,0,2,0,0,0,0,0,0,1
PB,CUITEGI,1685,584,0,26,3,86,13,0,87,4,728,143,4,0,2,3,0,0,0,0,0,2
PB,CURRAL DE CIMA,1276,340,0,18,0,95,11,0,1,5,739,43,20,0,4,0,0,0,0,0,0,0
PB,CURRAL VELHO,468,71,0,8,0,31,2,0,0,3,327,21,3,0,2,0,0,0,0,0,0,0
PB,DAMIAO,659,369,0,35,0,54,12,0,0,9,167,4,8,0,1,0,0,0,0,0,0,0
PB,DESTERRO,2210,678,0,26,5,166,17,0,3,15,1032,223,6,0,8,8,0,0,0,0,1,22
PB,DIAMANTE,1464,332,0,22,0,71,6,0,2,5,939,76,5,0,5,0,0,0,0,0,0,1
PB,DONA INES,1991,676,0,56,0,114,36,0,4,18,997,58,25,0,3,0,0,0,0,0,1,3
PB,DUAS ESTRADAS,860,278,0,13,0,50,16,0,1,7,424,65,5,0,0,0,0,0,0,0,0,1
PB,EMAS,509,162,0,10,0,30,3,0,2,8,273,11,5,0,4,0,0,0,0,0,0,1
PB,ESPERANCA,10693,4099,0,570,51,656,249,1,59,32,4043,577,95,0,102,74,0,0,0,0,18,67
PB,FAGUNDES,2654,755,0,48,0,169,28,1,2,15,1539,51,35,0,5,1,0,0,0,0,0,5
PB,FREI MARTINHO,338,101,0,10,1,28,3,0,0,2,173,12,6,0,0,2,0,0,0,0,0,0
PB,GADO BRAVO,1177,484,0,61,0,83,23,0,0,40,447,12,20,0,3,1,0,0,0,0,0,3
PB,GUARABIRA,24326,7962,0,603,37,1466,418,0,1681,78,9343,2165,269,0,96,58,0,0,0,0,5,145
PB,GURINHEM,3181,936,0,70,1,148,30,0,47,12,1789,71,33,0,30,4,0,0,0,0,3,7
PB,GURJAO,620,235,0,24,5,52,3,0,0,4,266,8,6,0,6,11,0,0,0,0,0,0
PB,IBIARA,1450,318,0,12,1,88,10,0,4,5,914,86,5,0,6,1,0,0,0,0,0,0
PB,IGARACY,1677,359,0,21,0,87,11,0,1,6,1128,54,5,0,3,0,0,0,0,0,0,2
PB,IMACULADA,1264,362,0,16,1,115,20,0,51,24,590,69,10,0,2,0,0,0,0,0,0,4
PB,INGA,5721,1571,0,130,4,238,76,0,498,16,2901,205,40,0,30,4,0,0,0,0,0,8
PB,ITABAIANA,7724,2594,0,164,6,502,191,0,624,18,3148,307,42,0,88,7,0,0,0,0,1,32
PB,ITAPORANGA,8789,2172,0,164,7,553,77,0,146,47,4822,678,27,0,45,9,0,0,0,0,5,37
PB,ITAPOROROCA,5726,1623,0,133,3,365,42,0,25,6,2931,524,41,0,15,3,0,0,0,0,0,15
PB,ITATUBA,2111,522,0,47,7,151,18,0,30,5,1229,57,16,0,7,14,0,0,0,0,2,6
PB,JACARAU,3730,1212,0,71,1,294,46,0,13,10,1890,143,25,0,11,4,0,0,0,0,0,10
PB,JERICO,2188,451,0,27,1,100,22,0,1,7,1435,126,3,0,6,0,0,0,0,0,2,7
PB,JOAO PESSOA,415240,222625,0,6491,694,26478,14369,3,8964,1194,111897,7058,2460,0,3138,1468,15,43,0,18,118,8207
PB,JUAREZ TAVORA,2023,678,0,38,0,115,21,0,21,6,1061,58,16,0,8,0,0,0,0,0,0,1
PB,JUAZEIRINHO,3191,1504,0,105,10,212,51,0,17,23,1128,77,22,0,20,13,0,0,0,0,3,6
PB,JUNCO DO SERIDO,1147,544,0,60,10,122,19,0,1,4,342,21,6,0,3,8,0,0,0,0,0,7
PB,JURIPIRANGA,1539,678,0,61,3,118,28,0,58,7,477,42,23,0,23,9,0,0,0,0,0,12
PB,JURU,1270,342,0,17,0,111,23,0,8,1,705,51,5,0,0,0,0,0,0,0,1,6
PB,LAGOA,1054,228,0,23,0,57,11,0,2,4,661,56,6,0,3,0,0,0,0,0,0,3
PB,LAGOA DE DENTRO,2090,681,0,57,1,158,35,0,3,11,1027,92,16,0,7,1,0,0,0,0,0,1
PB,LAGOA SECA,8624,2955,0,277,10,786,191,0,143,45,3733,320,27,0,35,16,1,0,0,0,2,83
PB,LASTRO,797,140,0,10,0,58,1,0,0,4,543,35,5,0,1,0,0,0,0,0,0,0
PB,LIVRAMENTO,1108,380,0,41,2,93,18,0,1,12,497,48,8,0,3,0,0,0,0,0,1,4
PB,LOGRADOURO,628,192,0,4,0,27,3,0,12,2,344,29,11,0,1,0,0,0,0,0,0,3
PB,LUCENA,3254,1052,0,39,0,211,59,0,78,5,1599,140,30,0,18,2,0,0,0,0,3,18
PB,MAE D'AGUA,625,176,0,5,0,58,3,0,2,2,356,14,5,0,1,0,0,0,0,0,0,3
PB,MALTA,1438,326,0,14,0,87,16,0,2,8,767,201,4,0,11,0,0,0,0,0,0,2
PB,MAMANGUAPE,16348,5644,0,498,16,924,199,0,370,21,7123,1134,104,0,191,40,2,0,0,0,1,81
PB,MANAIRA,1104,253,0,30,1,91,9,0,24,18,637,21,8,0,6,1,0,0,0,0,0,5
PB,MARCACAO,1425,520,0,7,0,135,13,0,5,5,658,58,18,0,2,0,0,0,0,0,0,4
PB,MARI,5809,1687,0,120,7,275,49,0,86,12,2961,491,63,0,34,7,0,0,0,1,1,15
PB,MARIZOPOLIS,1578,419,0,47,3,72,10,0,5,5,808,194,6,0,5,3,0,0,0,0,1,0
PB,MASSARANDUBA,3139,1020,0,45,5,230,58,0,28,36,1606,64,13,0,15,12,0,0,0,0,0,7
PB,MATARACA,1830,615,0,49,2,102,17,0,1,6,903,70,19,0,38,3,0,0,0,0,0,5
PB,MATINHAS,835,289,0,16,0,120,15,0,1,2,364,18,5,0,2,0,0,0,0,0,0,3
PB,MATO GROSSO,891,185,0,18,3,66,16,0,0,4,467,115,3,0,9,2,0,0,0,0,0,3
PB,MATUREIA,1476,442,0,21,2,126,23,0,4,35,755,51,11,0,2,2,0,0,0,0,0,2
PB,MOGEIRO,3078,691,0,42,0,124,15,0,140,8,1893,136,10,0,15,2,0,0,0,0,0,2
PB,MONTADAS,1190,603,0,72,0,88,11,1,8,12,327,51,8,0,7,0,0,0,0,0,0,2
PB,MONTE HOREBE,1015,250,0,9,0,59,11,0,1,3,585,84,5,0,7,0,0,0,0,0,0,1
PB,MONTEIRO,10284,3364,0,327,58,887,181,0,66,88,4320,696,73,0,66,84,0,0,0,0,7,67
PB,MULUNGU,2087,587,0,65,0,81,13,0,11,11,1234,52,22,0,8,1,0,0,0,0,1,1
PB,NATUBA,656,207,0,41,0,65,7,0,2,10,305,9,8,0,1,0,0,0,0,0,0,1
PB,NAZAREZINHO,1509,387,0,27,0,145,14,0,0,5,812,104,6,0,6,0,0,0,0,0,0,3
PB,NOVA FLORESTA,1216,448,0,39,3,98,29,0,2,9,487,74,9,0,9,2,0,0,0,0,2,5
PB,NOVA OLINDA,1453,265,0,26,1,83,20,0,2,6,972,65,6,0,1,2,0,0,0,0,1,3
PB,NOVA PALMEIRA,699,309,0,33,2,45,11,0,0,2,258,26,4,0,5,1,0,0,0,0,0,3
PB,OLHO D'AGUA,1136,294,0,16,0,139,29,0,2,6,579,45,7,0,18,0,0,0,0,0,0,1
PB,OLIVEDOS,863,430,0,47,0,71,6,0,1,3,271,8,14,0,9,1,0,0,0,0,0,2
PB,OURO VELHO,558,193,0,17,2,55,7,0,1,11,232,25,7,0,6,2,0,0,0,0,0,0
PB,PARARI,412,142,0,6,0,30,2,0,0,2,221,5,2,0,2,0,0,0,0,0,0,0
PB,PASSAGEM,626,204,0,18,0,59,9,0,1,3,300,25,4,0,2,0,0,0,0,0,1,0
PB,PATOS,53076,16356,0,715,71,3020,720,0,1899,157,21994,7079,68,0,465,108,0,1,0,0,43,380
PB,PAULISTA,3535,632,0,72,7,305,34,0,3,13,1896,527,14,0,14,9,0,0,0,0,0,9
PB,PEDRA BRANCA,809,171,0,11,0,52,5,0,3,6,531,24,5,0,0,0,0,0,0,0,0,1
PB,PEDRA LAVRADA,1233,516,0,43,4,94,16,0,1,4,503,31,13,0,6,1,0,0,0,0,0,1
PB,PEDRAS DE FOGO,7366,2576,0,347,25,650,139,0,652,42,2036,487,105,0,196,73,0,0,0,1,6,31
PB,PEDRO REGIS,1017,264,0,21,0,76,1,0,4,1,614,28,4,0,2,0,0,0,0,0,0,2
PB,PIANCO,5723,1217,0,106,5,396,52,0,11,28,3388,475,8,0,15,2,0,0,0,0,0,20
PB,PICUI,3862,1312,0,109,5,279,55,0,4,17,1629,340,61,0,27,7,0,0,0,0,0,17
PB,PILAR,2854,876,0,37,0,118,13,0,95,5,1623,56,17,0,11,0,0,0,0,0,0,3
PB,PILOES,1629,495,0,37,0,94,18,0,6,2,847,109,14,0,4,0,0,0,0,0,0,3
PB,PILOEZINHOS,1394,316,0,12,0,59,10,0,40,3,873,73,6,0,0,0,0,0,0,0,0,2
PB,PIRPIRITUBA,2584,769,0,45,1,152,35,0,106,1,1269,174,13,0,8,4,0,0,0,0,0,7
PB,PITIMBU,2857,841,0,50,7,284,60,0,534,41,909,88,10,0,14,8,0,0,0,0,0,11
PB,POCINHOS,3266,1604,0,161,5,256,37,1,1,32,975,115,31,0,26,9,0,0,0,0,2,11
PB,POCO DANTAS,709,127,0,10,0,41,1,0,0,1,504,18,5,0,1,0,0,0,0,0,0,1
PB,POCO DE JOSE DE MOURA,1025,210,0,9,0,50,8,0,0,3,657,79,6,0,3,0,0,0,0,0,0,0
PB,POMBAL,14038,3047,0,329,17,912,219,0,129,64,6665,2420,26,0,95,35,3,0,0,0,4,73
PB,PRATA,648,212,0,28,3,68,13,0,1,12,265,32,6,0,2,2,0,0,0,0,0,4
PB,PRINCESA ISABEL,4839,1405,0,159,19,444,71,0,217,98,2023,255,34,0,35,30,0,0,0,0,4,45
PB,PUXINANA,2512,1072,0,81,15,186,33,0,21,42,874,121,18,0,16,26,0,1,0,0,1,5
PB,QUEIMADAS,15450,5775,0,528,58,984,324,0,452,129,6194,696,100,0,81,90,0,0,0,0,5,34
PB,QUIXABA,463,136,0,10,0,23,6,0,7,1,248,23,4,0,2,0,0,0,0,0,0,3
PB,REMIGIO,5175,2114,0,256,13,374,184,0,19,11,1930,178,37,0,21,18,0,0,0,0,0,20
PB,RIACHAO,550,166,0,7,0,24,8,0,2,2,325,8,8,0,0,0,0,0,0,0,0,0
PB,RIACHAO DO BACAMARTE,1237,444,0,30,0,50,13,0,81,4,558,37,6,0,12,0,0,0,0,0,0,2
PB,RIACHAO DO POCO,1370,403,0,31,0,103,10,0,8,1,736,53,18,0,5,1,0,0,0,0,0,1
PB,RIACHO DE SANTO ANTONIO,316,159,0,19,1,29,10,0,0,8,82,1,4,0,1,1,0,0,0,0,0,1
PB,RIACHO DOS CAVALOS,2150,396,0,33,0,179,12,0,3,3,1224,291,5,0,4,0,0,0,0,0,0,0
PB,RIO TINTO,6868,2841,0,123,3,356,104,0,66,21,2695,524,58,0,30,8,0,0,0,0,0,39
PB,SALGADINHO,488,215,0,6,0,49,2,0,1,4,191,13,6,0,0,0,0,0,0,0,0,1
PB,SALGADO DE SAO FELIX,1848,591,0,26,0,150,34,0,45,11,914,49,17,0,8,0,0,0,0,0,0,3
PB,SANTA CECILIA,451,153,0,73,0,68,9,0,1,10,116,4,14,0,1,2,0,0,0,0,0,0
PB,SANTA CRUZ,1278,323,0,22,0,87,4,0,1,3,750,67,18,0,2,0,1,0,0,0,0,0
PB,SANTA HELENA,1288,334,0,10,0,97,13,0,0,7,706,98,13,0,10,0,0,0,0,0,0,0
PB,SANTA INES,777,139,0,14,0,42,2,0,0,3,557,14,3,0,1,0,0,0,0,0,0,2
PB,SANTA LUZIA,5450,1723,0,154,9,395,86,0,126,15,2279,582,20,0,33,13,0,0,0,0,2,13
PB,SANTA RITA,43200,19200,0,985,143,2084,665,0,1386,117,16682,702,297,0,501,254,0,1,0,5,18,160
PB,SANTA TERESINHA,1358,271,0,25,0,79,36,0,14,4,850,70,6,0,1,1,0,0,0,0,0,1
PB,SANTANA DE MANGUEIRA,1053,165,0,3,0,62,2,0,0,2,792,21,3,0,2,0,0,0,0,0,1,0
PB,SANTANA DOS GARROTES,1366,342,0,17,0,109,23,0,2,14,815,32,4,0,2,1,0,0,0,0,0,5
PB,SANTAREM,533,140,0,8,0,39,6,0,0,5,297,34,4,0,0,0,0,0,0,0,0,0
PB,SANTO ANDRE,557,188,0,20,1,38,5,0,0,4,268,5,26,0,2,0,0,0,0,0,0,0
PB,SAO BENTINHO,916,222,0,24,1,69,30,0,1,8,441,109,4,0,3,2,0,0,0,0,0,2
PB,SAO BENTO,15407,1901,0,224,64,1025,62,0,19,35,7382,4424,33,0,52,104,0,0,0,0,1,81
PB,SAO DOMINGOS DE POMBAL,679,121,0,8,0,39,8,0,1,7,439,48,6,0,2,0,0,0,0,0,0,0
PB,SAO DOMINGOS DO CARIRI,561,194,0,10,0,72,8,0,0,7,242,19,4,0,3,0,0,0,0,0,0,2
PB,SAO FRANCISCO,993,266,0,12,0,45,9,0,0,2,576,74,5,0,4,0,0,0,0,0,0,0
PB,SAO JOAO DO CARIRI,1156,488,0,35,0,103,17,0,0,6,457,27,10,0,7,1,0,0,0,0,0,5
PB,SAO JOAO DO RIO DO PEIXE,5338,1215,0,75,4,340,32,0,6,14,2801,781,23,0,22,8,0,0,0,0,2,15
PB,SAO JOAO DO TIGRE,446,124,0,16,0,59,4,0,1,4,225,3,6,0,2,0,0,0,0,0,0,2
PB,SAO JOSE DA LAGOA TAPADA,1234,308,0,33,0,115,24,0,0,8,690,39,8,0,4,0,0,0,0,0,0,5
PB,SAO JOSE DE CAIANA,1318,252,0,11,0,96,4,0,1,9,904,28,9,0,3,0,0,0,0,0,0,1
PB,SAO JOSE DE ESPINHARAS,737,181,0,17,0,55,7,0,6,6,426,25,8,0,4,1,0,0,0,0,0,1
PB,SAO JOSE DE PIRANHAS,6011,1474,0,53,0,516,51,0,2,21,3007,821,13,0,35,1,0,0,0,0,0,17
PB,SAO JOSE DE PRINCESA,326,50,0,7,0,36,4,0,3,24,182,14,4,0,1,0,0,0,0,0,0,1
PB,SAO JOSE DO BONFIM,947,187,0,12,0,52,7,0,35,1,602,38,4,0,8,0,0,0,0,0,0,1
PB,SAO JOSE DO BREJO DO CRUZ,246,49,0,3,0,21,3,0,1,3,147,17,2,0,0,0,0,0,0,0,0,0
PB,SAO JOSE DO SABUGI,745,261,0,28,0,80,13,0,3,2,298,52,8,0,0,0,0,0,0,0,0,0
PB,SAO JOSE DOS CORDEIROS,538,239,0,21,1,49,5,0,1,8,196,6,6,0,2,3,0,0,0,0,0,1
PB,SAO JOSE DOS RAMOS,1282,326,0,31,0,77,31,0,26,0,749,21,13,0,4,1,0,0,0,0,0,3
PB,SAO MAMEDE,1943,635,0,35,4,157,25,0,13,4,904,126,6,0,21,6,0,0,0,0,1,6
PB,SAO MIGUEL DE TAIPU,1231,343,0,26,1,66,4,0,11,1,749,16,7,0,4,2,0,0,0,0,0,1
PB,SAO SEBASTIAO DE LAGOA DE ROCA,3106,1224,0,122,2,236,40,0,13,22,1320,89,17,0,14,2,0,0,0,0,0,5
PB,SAO SEBASTIAO DO UMBUZEIRO,438,120,0,12,0,69,7,0,0,6,205,11,6,0,1,0,0,1,0,0,0,0
PB,SAO VICENTE DO SERIDO,1482,702,0,41,2,75,26,0,1,8,588,12,14,0,12,1,0,0,0,0,0,0
PB,SAPE,17595,5269,0,441,15,859,176,2,244,33,8610,1629,135,0,97,27,0,1,0,2,1,54
PB,SERRA BRANCA,3037,1218,0,112,1,259,58,0,7,23,1225,105,12,0,7,4,0,0,0,0,1,5
PB,SERRA DA RAIZ,516,200,0,10,0,26,5,0,5,1,239,22,7,0,0,1,0,0,0,0,0,0
PB,SERRA GRANDE,606,177,0,8,1,33,5,0,0,4,350,16,7,0,4,1,0,0,0,0,0,0
PB,SERRA REDONDA,1846,573,0,30,2,76,37,0,38,13,1029,38,5,0,4,0,0,0,0,0,0,1
PB,SERRARIA,998,391,0,21,3,56,12,0,4,11,465,13,12,0,0,3,0,0,0,0,1,6
PB,SERTAOZINHO,1319,424,0,14,0,75,8,0,19,1,681,76,17,0,2,0,0,0,0,0,0,2
PB,SOBRADO,2837,782,0,83,2,291,13,0,13,4,1481,140,8,0,9,8,0,0,0,0,1,2
PB,SOLANEA,8541,3372,0,269,4,617,171,0,8,38,3327,594,44,0,48,5,0,1,0,0,7,36
PB,SOLEDADE,4461,1576,0,200,22,284,43,0,15,31,1944,235,31,0,33,29,0,0,0,0,3,15
PB,SOSSEGO,440,229,0,23,0,37,4,0,0,5,126,5,6,0,5,0,0,0,0,0,0,0
PB,SOUSA,32791,8872,0,1020,106,1801,263,0,162,59,15079,4781,85,0,197,162,0,1,0,0,18,185
PB,SUME,4590,1787,0,144,11,433,61,0,13,37,1837,202,23,0,20,8,0,0,0,0,1,13
PB,TACIMA,1303,470,0,38,0,73,13,0,7,7,632,43,18,0,1,0,0,0,0,0,0,1
PB,TAPEROA,2517,877,0,91,2,207,32,0,1,23,1118,115,13,0,18,9,0,0,0,0,0,11
PB,TAVARES,1492,394,0,31,2,109,20,0,24,17,839,30,16,0,2,0,0,0,0,0,0,8
PB,TEIXEIRA,6903,2131,0,117,2,483,68,0,148,29,3570,294,21,0,21,2,0,0,0,0,2,15
PB,TENORIO,398,189,0,13,1,49,17,0,0,0,120,2,4,0,3,0,0,0,0,0,0,0
PB,TRIUNFO,2532,565,0,24,0,147,24,0,0,8,1592,150,6,0,13,0,0,0,0,0,0,3
PB,UIRAUNA,5916,1272,0,85,12,358,29,0,1,14,3494,584,6,0,26,13,0,0,0,0,1,21
PB,UMBUZEIRO,1393,520,0,75,0,188,64,0,30,31,411,21,33,0,5,0,0,0,0,0,0,15
PB,VARZEA,553,165,0,15,0,46,3,0,2,7,264,37,5,0,6,2,0,0,0,0,0,1
PB,VIEIROPOLIS,1301,331,0,12,0,97,4,0,1,6,775,62,11,0,1,0,0,0,0,0,0,1
PB,VISTA SERRANA,1109,169,0,20,1,85,2,0,2,2,619,197,5,0,2,1,0,0,0,0,0,4
PB,ZABELE,360,105,0,22,0,33,3,0,0,15,157,14,10,0,1,0,0,0,0,0,0,0
PE,ABREU E LIMA,31014,15678,0,689,143,1308,1576,0,384,94,9826,340,356,0,374,160,0,0,0,3,7,76
PE,AFOGADOS DA INGAZEIRA,20563,6291,0,509,21,1485,310,0,479,113,9793,936,100,0,395,43,1,0,0,0,6,81
PE,AFRANIO,5378,905,0,220,11,392,42,0,6,19,3508,187,26,0,34,23,0,0,0,0,0,5
PE,AGRESTINA,7589,3146,0,212,17,467,126,0,26,48,2756,553,36,0,157,26,0,1,0,0,1,17
PE,AGUA PRETA,5368,1945,0,178,0,185,83,0,114,84,2254,277,86,0,147,4,0,0,0,0,1,10
PE,AGUAS BELAS,9790,2402,0,375,30,654,77,0,16,104,5225,668,72,0,57,83,0,0,0,0,1,26
PE,ALAGOINHA,3154,1318,0,149,7,249,62,0,55,66,1140,46,20,0,28,10,0,0,0,0,2,2
PE,ALIANCA,7897,3435,0,170,21,340,167,0,188,30,2849,358,142,0,160,17,0,0,0,0,1,19
PE,ALTINHO,4787,1682,0,110,6,297,101,0,10,79,1970,392,41,0,71,13,0,0,0,0,2,13
PE,AMARAJI,3742,1326,0,148,7,285,56,0,21,30,1604,136,58,0,44,10,0,0,0,0,1,16
PE,ANGELIM,2142,918,0,60,10,201,22,0,5,43,760,68,10,0,20,22,0,0,0,0,0,3
PE,ARACOIABA,3521,1414,0,103,3,150,157,0,126,43,1310,73,103,0,33,1,0,0,0,0,3,2
PE,ARARIPINA,33380,7464,0,1094,114,1977,242,0,32,107,18942,2815,90,0,220,151,1,2,0,0,56,73
PE,ARCOVERDE,30078,13677,0,1278,128,2286,527,0,913,214,8536,1462,155,0,489,190,0,0,0,0,21,202
PE,BARRA DE GUABIRABA,2158,955,0,78,3,172,30,0,6,24,791,40,18,0,28,9,0,0,0,0,1,3
PE,BARREIROS,9796,3881,0,285,16,421,195,0,436,67,3672,425,85,0,255,21,1,0,0,0,6,30
PE,BELEM DE MARIA,2094,852,0,94,6,133,48,0,10,48,767,75,18,0,33,5,0,0,0,0,1,4
PE,BELEM DE SAO FRANCISCO,4720,1412,0,116,5,367,46,0,14,36,2384,217,28,0,76,6,0,1,0,0,2,10
PE,BELO JARDIM,30467,9916,0,937,114,1947,534,0,815,443,12623,2462,117,0,232,218,0,0,0,0,7,102
PE,BETANIA,2990,658,0,55,0,175,23,0,4,22,1977,41,16,0,15,2,0,0,0,0,1,1
PE,BEZERROS,24966,8773,0,917,68,1458,489,1,171,172,10116,2213,122,0,231,112,0,1,0,0,20,102
PE,BODOCO,9540,1737,0,250,7,691,53,0,22,16,6519,144,30,0,54,10,0,0,0,0,0,7
PE,BOM CONSELHO,13110,3429,0,348,15,901,118,1,28,70,7123,587,50,0,200,209,0,0,0,0,6,25
PE,BOM JARDIM,10249,4299,0,305,2,619,308,0,84,318,3930,210,86,0,63,7,0,0,0,0,0,18
PE,BONITO,8765,3678,0,413,12,736,171,0,30,107,3110,300,55,0,94,21,0,0,0,0,0,38
PE,BREJAO,1888,621,0,71,1,162,11,0,2,29,881,67,16,0,13,11,0,0,0,0,0,3
PE,BREJINHO,1702,500,0,59,3,142,17,0,4,19,891,46,8,0,13,0,0,0,0,0,0,0
PE,BREJO DA MADRE DE DEUS,14491,3325,0,463,13,1481,140,0,45,462,7277,1063,24,0,142,26,1,0,0,0,2,27
PE,BUENOS AIRES,2703,1013,0,63,9,191,57,0,25,17,1208,68,25,0,20,3,0,0,0,0,1,3
PE,BUIQUE,9147,3072,0,287,14,863,102,0,183,136,4220,103,61,0,62,23,0,0,0,0,3,18
PE,CABO DE SANTO AGOSTINHO,55980,28736,0,1558,844,2724,1962,0,1457,284,14738,641,558,0,1133,1039,0,2,0,6,14,284
PE,CABROBO,10724,3033,0,294,20,613,56,0,144,25,5954,384,32,0,112,38,0,0,0,0,1,18
PE,CACHOEIRINHA,7004,2400,0,234,16,529,82,0,35,83,2658,767,17,0,117,39,0,0,0,0,1,26
PE,CAETES,5470,2315,0,328,8,443,48,0,6,85,2022,97,54,0,32,16,0,0,0,0,1,15
PE,CALCADO,3006,962,0,97,0,199,21,0,0,18,1418,246,29,0,5,10,0,0,0,0,0,1
PE,CALUMBI,1797,500,0,54,5,122,13,0,1,10,1011,49,10,0,21,0,0,0,0,0,0,1
PE,CAMARAGIBE,48641,25762,0,783,119,2656,2015,2,640,221,14669,488,156,0,698,158,0,1,0,0,22,251
PE,CAMOCIM DE SAO FELIX,4149,1892,0,175,2,333,60,0,5,61,1347,193,16,0,41,4,0,0,0,0,1,19
PE,CAMUTANGA,2187,654,0,108,4,103,36,0,5,2,985,113,25,0,106,43,0,0,0,0,0,3
PE,CANHOTINHO,5862,2137,0,229,4,443,54,0,12,102,2499,232,32,0,52,49,0,0,0,0,2,15
PE,CAPOEIRAS,4161,1544,0,286,7,413,51,0,1,70,1633,70,32,0,19,29,0,0,0,0,0,6
PE,CARNAIBA,5374,1377,0,150,14,518,53,0,70,70,2917,85,29,0,63,14,0,0,0,0,1,13
PE,CARNAUBEIRA DA PENHA,1744,398,0,47,0,173,23,0,8,20,1036,20,7,0,5,1,0,1,0,0,0,5
PE,CARPINA,32667,12477,0,1022,199,1904,1252,3,1565,151,11527,1462,184,0,485,245,0,0,0,0,9,182
PE,CARUARU,180634,75256,0,5218,763,10752,4234,8,848,922,60934,15058,780,1,3046,1169,3,3,0,12,44,1583
PE,CASINHAS,3481,815,0,98,0,126,28,0,36,148,2099,96,22,0,10,2,0,0,0,0,0,1
PE,CATENDE,8437,3061,0,202,36,375,147,0,131,89,3456,618,86,0,174,42,0,0,0,0,1,19
PE,CEDRO,2631,757,0,40,2,155,12,0,8,6,1491,113,14,0,20,4,0,0,0,0,2,7
PE,CHA DE ALEGRIA,2249,886,0,55,3,120,47,0,52,36,926,51,44,0,25,1,0,0,0,0,0,3
PE,CHA GRANDE,6765,2447,0,342,17,661,93,0,56,73,2609,324,44,0,47,28,0,0,0,0,1,23
PE,CONDADO,7197,2464,0,145,53,290,175,1,308,35,2869,577,68,0,113,91,0,0,0,0,2,6
PE,CORRENTES,3051,767,0,83,2,176,15,0,1,57,1774,128,16,0,16,12,0,1,0,0,1,2
