Frota veiculos novembro 2020,,,,,,,,,,,,,,,,,,,,,,,
,,"  107,585,150 ",,,,,,,,,,,,,,,,,,,,,
UF,MUNICIPIO,TOTAL,AUTOMOVEL,BONDE,CAMINHAO,CAMINHAO TRATOR,CAMINHONETE,CAMIONETA,CHASSI PLATAF,CICLOMOTOR,MICRO-ONIBUS,MOTOCICLETA,MOTONETA,ONIBUS,QUADRICICLO,REBOQUE,SEMI-REBOQUE,SIDE-CAR,OUTROS,TRATOR ESTEI,TRATOR RODAS,TRICICLO,UTILITARIO
GO,SANCLERLANDIA,5820,2524,0,137,15,671,78,0,47,9,1554,405,8,0,335,17,0,0,0,5,1,14
GO,SANTA BARBARA DE GOIAS,3033,1482,0,137,9,282,72,0,48,11,602,187,11,0,171,12,0,0,0,0,1,8
GO,SANTA CRUZ DE GOIAS,876,470,0,18,0,140,33,0,3,5,172,6,4,0,22,1,0,0,0,0,0,2
GO,SANTA FE DE GOIAS,2528,886,0,46,26,229,47,0,8,9,849,263,6,0,113,41,0,0,0,0,1,4
GO,SANTA HELENA DE GOIAS,27227,12585,0,1026,517,2723,535,0,138,66,4422,3040,304,0,968,730,4,1,0,0,14,154
GO,SANTA ISABEL,1411,554,0,13,2,148,25,0,4,10,510,86,6,0,45,2,0,0,0,0,0,6
GO,SANTA RITA DO ARAGUAIA,4677,1501,0,134,28,615,105,0,15,20,1476,585,15,0,125,30,0,0,0,0,2,26
GO,SANTA RITA DO NOVO DESTINO,655,295,0,31,7,89,17,0,0,15,140,26,11,0,18,5,0,0,0,0,0,1
GO,SANTA ROSA DE GOIAS,1695,845,0,48,0,226,18,0,4,4,423,45,5,0,73,1,0,0,0,0,0,3
GO,SANTA TEREZA DE GOIAS,1905,756,0,46,11,188,15,0,134,4,494,99,10,0,135,13,0,0,0,0,0,0
GO,SANTA TEREZINHA DE GOIAS,4905,1759,0,126,9,504,47,0,10,12,1742,480,24,0,168,6,0,0,0,0,0,18
GO,SANTO ANTONIO DA BARRA,1474,714,0,49,13,158,21,0,6,17,373,43,21,0,44,14,0,0,0,0,1,0
GO,SANTO ANTONIO DE GOIAS,3154,1615,0,116,13,330,102,0,18,6,589,86,23,0,224,20,0,0,0,0,1,11
GO,SANTO ANTONIO DO DESCOBERTO,12304,5656,0,346,22,720,355,9,17,81,2940,902,210,0,995,25,1,0,0,3,6,16
GO,SAO DOMINGOS,2484,884,0,61,8,278,30,0,5,11,857,230,43,0,57,15,0,0,0,0,1,4
GO,SAO FRANCISCO DE GOIAS,2655,1254,0,58,3,299,40,0,13,8,670,173,15,0,110,6,0,0,0,0,0,6
GO,SAO JOAO D'ALIANCA,3241,1560,0,175,56,431,90,0,10,8,531,82,26,0,154,102,0,0,0,0,2,14
GO,SAO JOAO DA PARAUNA,1091,460,0,28,3,131,15,0,14,4,326,34,3,0,71,0,0,0,0,0,1,1
GO,SAO LUIS DE MONTES BELOS,25052,10884,0,545,108,2535,377,0,606,45,6016,2143,111,0,1441,149,0,0,0,0,1,91
GO,SAO LUIZ DO NORTE,2039,859,0,73,14,216,30,0,6,9,528,140,27,0,107,26,0,0,0,0,1,3
GO,SAO MIGUEL DO ARAGUAIA,14532,5406,0,404,138,1823,239,0,205,29,3392,1595,84,0,994,157,0,1,0,0,1,64
GO,SAO MIGUEL DO PASSA QUATRO,1783,811,0,68,5,244,26,0,2,6,503,55,7,0,45,8,0,0,0,0,0,3
GO,SAO PATRICIO,982,408,0,20,4,102,22,0,6,2,288,74,6,0,43,5,0,0,0,0,0,2
GO,SAO SIMAO,9847,4329,0,251,86,935,203,0,140,47,1891,1064,76,0,608,159,1,2,0,1,5,49
GO,SENADOR CANEDO,60231,28335,0,1234,405,3378,1201,0,752,127,17222,3614,129,0,2506,1099,0,2,0,13,8,206
GO,SERRANOPOLIS,3366,1415,0,145,42,600,86,0,8,19,553,153,27,0,224,78,0,0,0,0,0,16
GO,SILVANIA,13268,5708,0,499,188,1908,271,0,53,48,2835,844,58,0,465,319,0,2,0,0,1,69
GO,SIMOLANDIA,2805,1216,0,163,30,330,37,0,17,5,630,207,14,0,120,29,0,0,0,0,0,7
GO,SITIO D'ABADIA,569,257,0,14,1,91,12,0,2,4,153,10,8,0,14,0,0,0,0,0,0,3
GO,TAQUARAL DE GOIAS,1922,952,0,39,1,245,35,0,5,6,396,152,10,0,73,1,0,0,0,0,0,7
GO,TERESINA DE GOIAS,611,318,0,20,0,71,17,0,1,2,141,14,2,0,19,0,0,0,0,0,0,6
GO,TEREZOPOLIS DE GOIAS,3009,1482,0,133,22,305,66,0,6,6,601,144,30,0,175,24,0,0,0,0,0,15
GO,TRES RANCHOS,1537,755,0,42,17,189,34,0,2,12,287,68,5,0,101,13,0,0,0,0,0,12
GO,TRINDADE,68038,31740,0,1429,247,4275,1372,4,1210,99,18475,4941,194,0,3487,298,1,5,0,0,27,234
GO,TROMBAS,1557,473,0,46,3,167,13,0,7,7,677,103,14,0,45,2,0,0,0,0,0,0
GO,TURVANIA,2701,1248,0,72,22,304,42,0,22,8,666,93,9,0,177,30,0,0,0,0,0,8
GO,TURVELANDIA,1882,872,0,110,57,205,33,0,3,14,239,76,27,0,73,168,0,0,0,1,1,3
GO,UIRAPURU,1018,449,0,22,0,123,31,0,4,9,304,41,7,0,27,0,0,0,0,0,0,1
GO,URUACU,29906,11273,0,771,421,2653,444,0,111,48,7188,3946,107,0,2037,738,0,1,0,7,11,150
GO,URUANA,9326,3894,0,353,16,1120,152,0,90,12,2324,881,22,0,424,19,0,0,0,0,1,18
GO,URUTAI,1644,800,0,36,6,219,35,0,54,2,358,57,11,0,57,6,0,0,0,0,0,3
GO,VALPARAISO DE GOIAS,38605,21062,0,838,102,2467,1066,0,69,255,6267,656,294,0,5182,133,0,5,0,3,14,192
GO,VARJAO,2166,940,0,68,0,253,38,0,13,3,674,87,9,0,76,3,0,0,0,0,0,2
GO,VIANOPOLIS,10612,4925,0,645,190,1529,282,0,44,47,1751,333,54,0,465,298,0,1,0,1,1,46
GO,VICENTINOPOLIS,5442,1966,0,223,240,537,63,0,10,9,1124,422,84,0,330,419,0,0,0,0,0,15
GO,VILA BOA,848,379,0,41,4,90,12,0,1,4,208,33,36,0,24,16,0,0,0,0,0,0
GO,VILA PROPICIO,1029,456,0,53,5,153,27,0,1,18,204,19,29,0,56,3,0,0,0,0,1,4
MA,ACAILANDIA,44997,11088,0,1849,300,3770,474,0,245,142,19116,6459,306,0,665,409,1,3,0,16,25,129
MA,AFONSO CUNHA,694,68,0,10,0,42,3,0,0,1,506,55,7,0,0,1,0,0,0,0,0,1
MA,AGUA DOCE DO MARANHAO,683,65,0,7,0,57,9,0,0,5,494,32,11,0,2,0,0,0,0,0,0,1
MA,ALCANTARA,2162,378,0,54,2,189,26,0,0,30,1288,122,64,0,0,2,0,1,0,0,0,6
MA,ALDEIAS ALTAS,3073,380,0,50,1,114,10,0,0,4,2190,249,27,0,42,4,0,0,0,0,1,1
MA,ALTAMIRA DO MARANHAO,1434,203,0,23,0,95,3,0,0,3,931,166,4,0,2,0,0,0,0,0,0,4
MA,ALTO ALEGRE DO MARANHAO,4533,774,0,78,14,217,17,0,8,34,2818,518,3,0,26,15,0,0,0,0,0,11
MA,ALTO ALEGRE DO PINDARE,3680,464,0,53,0,204,10,0,3,16,2784,130,4,0,6,1,0,0,0,0,0,5
MA,ALTO PARNAIBA,2414,178,0,97,18,251,32,0,0,4,1351,413,9,0,14,37,0,0,0,0,0,10
MA,AMAPA DO MARANHAO,849,142,0,21,1,51,5,0,0,3,555,64,4,0,1,1,0,0,0,0,0,1
MA,AMARANTE DO MARANHAO,8350,656,0,153,2,540,33,0,6,12,6149,757,10,0,24,2,0,0,0,0,0,6
MA,ANAJATUBA,3902,653,0,45,1,205,28,0,2,6,2593,334,13,0,9,1,0,0,0,0,0,12
MA,ANAPURUS,2241,486,0,65,24,254,18,0,0,3,1110,197,27,0,10,36,0,0,0,0,0,11
MA,APICUM-ACU,1185,200,0,18,4,121,11,0,0,12,625,181,5,0,3,3,0,0,0,0,0,2
MA,ARAGUANA,1464,267,0,22,3,82,2,0,2,0,960,106,9,0,10,0,0,0,0,0,0,1
MA,ARAIOSES,1860,125,0,35,2,71,5,0,0,8,1447,131,29,0,3,3,0,0,0,0,0,1
MA,ARAME,5794,400,0,130,2,337,25,0,9,11,4190,662,4,0,12,3,0,0,0,0,0,9
MA,ARARI,6973,1065,0,112,4,336,54,0,22,15,4079,1238,13,0,24,3,0,0,0,0,0,8
MA,AXIXA,2350,308,0,31,1,170,7,0,1,7,1698,105,16,0,3,0,0,0,0,0,1,2
MA,BACABAL,42969,7408,0,1071,77,2250,297,0,298,109,23852,6832,95,0,377,118,2,1,0,0,11,171
MA,BACABEIRA,3342,1084,0,138,44,292,39,0,8,12,1251,295,82,0,35,52,0,1,0,0,0,9
MA,BACURI,1153,229,0,17,0,95,14,0,0,8,632,148,8,0,0,0,0,0,0,0,0,2
MA,BACURITUBA,797,37,0,6,0,29,3,0,0,0,648,66,6,0,0,0,0,1,0,0,0,1
MA,BALSAS,60484,11103,0,2125,1061,5463,515,0,111,86,26681,9455,206,0,1126,2222,4,1,0,3,9,313
MA,BARAO DE GRAJAU,2991,309,0,91,3,185,13,0,2,4,1950,407,12,0,6,4,0,0,0,0,1,4
MA,BARRA DO CORDA,32336,3704,0,821,43,2252,231,0,29,35,21216,3662,33,0,135,56,0,0,0,0,3,116
MA,BARREIRINHAS,8654,786,0,105,6,1331,140,0,6,14,5519,583,32,0,21,7,0,0,0,0,3,101
MA,BELA VISTA DO MARANHAO,2683,611,0,57,5,159,8,0,4,4,1634,161,5,0,25,4,0,0,0,0,1,5
MA,BELAGUA,456,90,0,4,0,60,3,0,0,5,263,26,3,0,0,0,0,0,0,0,0,2
MA,BENEDITO LEITE,258,43,0,8,0,31,1,0,0,5,153,11,2,0,4,0,0,0,0,0,0,0
MA,BEQUIMAO,3280,444,0,101,3,205,24,0,1,19,2066,382,20,0,2,6,0,0,0,0,0,7
MA,BERNARDO DO MEARIM,1634,137,0,40,0,86,5,0,2,1,1135,214,4,0,5,1,0,0,0,0,0,4
MA,BOA VISTA DO GURUPI,617,158,0,13,0,44,5,0,0,6,351,34,3,0,0,0,0,0,0,0,0,3
MA,BOM JARDIM,6988,861,0,161,18,348,26,0,2,10,5070,412,11,0,39,18,0,0,0,0,2,10
MA,BOM JESUS DAS SELVAS,5046,636,0,156,3,292,25,0,3,7,3591,285,12,0,23,6,0,0,0,0,0,7
MA,BOM LUGAR,2439,327,0,38,1,168,13,0,0,16,1723,126,14,0,5,1,0,0,0,0,0,7
MA,BREJO,3754,766,0,89,12,360,19,0,1,19,2116,304,14,0,11,31,0,0,0,0,1,11
MA,BREJO DE AREIA,1480,63,0,29,0,80,1,0,0,5,1205,89,7,0,1,0,0,0,0,0,0,0
MA,BURITI,3755,328,0,33,0,154,13,0,4,14,2835,349,20,0,4,0,0,0,0,0,0,1
MA,BURITI BRAVO,3332,318,0,54,0,199,25,0,1,6,2525,179,9,0,8,0,0,0,0,0,2,6
MA,BURITICUPU,17769,2159,0,526,31,955,57,0,14,56,12234,1564,26,0,80,43,0,0,0,0,2,22
MA,BURITIRANA,2595,296,0,37,0,196,16,0,10,7,1868,143,3,0,18,0,0,0,0,0,0,1
MA,CACHOEIRA GRANDE,754,112,0,10,0,83,2,0,0,2,521,11,11,0,1,0,0,0,0,0,0,1
MA,CAJAPIO,1172,139,0,10,0,42,7,0,0,1,889,76,5,0,1,0,0,0,0,0,2,0
MA,CAJARI,1697,238,0,14,2,96,9,0,0,3,1257,60,6,0,6,1,0,0,0,0,0,5
MA,CAMPESTRE DO MARANHAO,3151,668,0,51,5,222,21,0,2,17,1732,257,52,0,121,2,0,0,0,0,0,1
MA,CANDIDO MENDES,1273,103,0,19,0,81,10,0,0,7,973,74,4,0,0,0,0,0,0,0,0,2
MA,CANTANHEDE,2212,444,0,32,2,119,22,0,2,4,1328,240,9,0,5,0,0,0,0,0,0,5
MA,CAPINZAL DO NORTE,2693,376,0,44,2,133,13,0,1,22,1845,234,4,0,11,2,0,0,0,0,2,4
MA,CAROLINA,7510,1309,0,129,10,715,82,0,4,11,3617,1461,15,0,112,6,0,0,0,0,1,38
MA,CARUTAPERA,2421,228,0,51,1,139,15,0,0,26,1649,280,14,0,10,1,0,0,0,0,0,7
MA,CAXIAS,57925,10332,0,954,88,2599,433,0,228,94,35333,7098,197,0,263,134,6,0,0,0,12,154
MA,CEDRAL,1137,143,0,16,0,95,10,0,0,0,747,118,8,0,0,0,0,0,0,0,0,0
MA,CENTRAL DO MARANHAO,676,100,0,15,0,60,3,0,0,5,441,47,4,0,1,0,0,0,0,0,0,0
MA,CENTRO DO GUILHERME,1181,178,0,29,1,77,1,0,0,0,848,35,6,0,5,0,0,0,0,0,0,1
MA,CENTRO NOVO DO MARANHAO,1962,326,0,40,1,155,9,0,0,2,1352,56,11,0,3,1,0,0,0,0,0,6
MA,CHAPADINHA,23165,3583,0,417,40,1391,169,0,83,33,13657,3514,27,0,88,48,0,0,0,0,2,113
MA,CIDELANDIA,3532,556,0,75,4,238,12,0,3,8,2081,480,19,0,40,13,0,0,0,0,1,2
MA,CODO,36716,3674,0,765,72,1116,164,0,80,30,25613,4860,56,0,98,138,0,0,0,1,5,44
MA,COELHO NETO,11332,961,0,134,5,330,56,0,8,22,8332,1384,50,0,25,10,0,0,0,0,4,11
MA,COLINAS,9762,1121,0,212,20,650,49,0,2,31,6796,736,26,0,47,36,0,0,0,0,0,36
MA,CONCEICAO DO LAGO-ACU,1347,205,0,28,0,107,9,0,1,5,913,70,2,0,7,0,0,0,0,0,0,0
MA,COROATA,11254,1733,0,249,8,540,95,0,1,66,7322,1119,32,0,39,13,0,0,0,0,2,35
MA,CURURUPU,3272,443,0,48,2,224,26,1,1,15,2161,324,14,0,1,3,0,0,0,0,5,4
MA,DAVINOPOLIS,3076,630,0,106,3,111,26,0,119,4,1686,351,6,0,22,3,0,0,0,0,0,9
MA,DOM PEDRO,9376,1286,0,456,50,763,48,0,10,11,5264,1236,41,0,56,130,0,0,0,0,3,22
MA,DUQUE BACELAR,977,102,0,6,0,47,4,0,1,3,736,63,9,0,0,0,0,0,0,0,1,5
MA,ESPERANTINOPOLIS,5650,396,0,85,5,199,11,0,1,27,4433,464,8,0,3,4,0,0,0,0,1,13
MA,ESTREITO,11792,2029,0,282,110,916,98,0,10,31,5936,1908,40,0,174,218,0,1,0,0,0,39
MA,FEIRA NOVA DO MARANHAO,1430,185,0,24,1,162,7,0,0,2,938,91,8,0,9,2,0,0,0,0,0,1
MA,FERNANDO FALCAO,1095,80,0,25,0,133,9,0,0,2,775,55,10,0,2,4,0,0,0,0,0,0
MA,FORMOSA DA SERRA NEGRA,4166,378,0,57,3,489,47,0,1,7,2865,279,8,0,18,1,0,1,0,0,0,12
MA,FORTALEZA DOS NOGUEIRAS,4408,580,0,122,11,417,28,0,0,14,2635,549,11,0,11,14,0,0,0,0,0,16
MA,FORTUNA,3057,364,0,51,1,265,23,0,0,21,2128,186,4,0,5,0,0,0,0,0,2,7
MA,GODOFREDO VIANA,1020,126,0,11,0,64,6,0,0,16,705,77,11,0,3,0,0,0,0,0,0,1
MA,GONCALVES DIAS,3069,516,0,80,7,216,19,0,3,11,1869,309,13,0,9,8,0,0,0,0,0,9
MA,GOVERNADOR ARCHER,1806,243,0,33,1,93,14,0,1,12,1221,172,9,0,5,0,0,0,0,0,0,2
MA,GOVERNADOR EDISON LOBAO,3591,927,0,117,19,288,26,0,30,0,1788,288,27,0,56,19,0,0,0,0,0,6
MA,GOVERNADOR EUGENIO BARROS,2599,500,0,57,2,216,12,0,5,13,1559,206,21,0,1,4,0,0,0,0,1,2
MA,GOVERNADOR LUIZ ROCHA,1261,218,0,22,0,141,7,0,0,4,810,48,5,0,4,0,0,0,0,0,0,2
MA,GOVERNADOR NEWTON BELLO,1702,229,0,20,1,96,2,0,1,1,1278,62,2,0,8,1,0,0,0,0,0,1
MA,GOVERNADOR NUNES FREIRE,4316,833,0,122,8,331,22,0,1,8,2566,379,8,0,18,7,0,0,0,0,0,13
MA,GRACA ARANHA,1442,263,0,18,1,123,8,0,1,6,860,155,4,0,0,0,0,0,0,0,0,3
MA,GRAJAU,21814,3105,0,587,149,1850,163,0,14,54,13108,2374,69,0,107,183,0,1,0,0,4,46
MA,GUIMARAES,1137,171,0,19,0,112,15,0,2,4,704,91,17,0,1,0,0,0,0,0,0,1
MA,HUMBERTO DE CAMPOS,1524,235,0,24,0,303,16,0,0,13,823,77,9,0,15,0,0,1,0,0,0,8
MA,ICATU,1808,268,0,32,3,159,18,1,0,4,1267,32,15,0,2,3,0,0,0,0,0,4
MA,IGARAPE DO MEIO,2524,502,0,46,3,125,10,0,0,7,1635,168,10,0,8,1,0,0,0,0,1,8
MA,IGARAPE GRANDE,2973,277,0,73,4,98,28,0,6,12,2115,334,8,0,4,8,0,0,0,0,1,5
MA,IMPERATRIZ,164220,49552,0,4634,788,12419,2327,0,5034,330,58538,23731,585,0,3397,1871,7,2,0,1,59,945
MA,ITAIPAVA DO GRAJAU,1255,143,0,33,0,97,4,0,0,10,900,53,9,0,3,0,0,0,0,0,0,3
MA,ITAPECURU MIRIM,14836,2915,0,414,28,784,113,1,324,39,8099,1914,42,0,64,54,0,1,0,0,4,40
MA,ITINGA DO MARANHAO,8570,1181,0,177,115,463,30,0,10,9,4492,1736,20,0,105,210,1,0,0,0,8,13
MA,JATOBA,920,133,0,7,0,124,10,0,0,6,569,43,25,0,2,0,0,0,0,0,0,1
MA,JENIPAPO DOS VIEIRAS,1806,172,0,70,0,180,4,0,0,6,1304,52,12,0,1,2,0,0,0,0,0,3
MA,JOAO LISBOA,6727,1365,0,157,11,483,50,0,158,13,3603,784,14,0,63,11,0,0,0,0,0,15
MA,JOSELANDIA,3747,296,0,82,9,204,14,0,2,16,2734,362,8,0,3,14,0,0,0,0,0,3
MA,JUNCO DO MARANHAO,838,178,0,17,0,40,4,0,1,14,544,32,5,0,2,1,0,0,0,0,0,0
MA,LAGO DA PEDRA,17289,1523,0,298,9,747,60,0,6,62,12677,1798,22,0,42,12,0,0,0,0,2,31
MA,LAGO DO JUNCO,1762,195,0,20,0,83,7,0,0,3,1324,111,13,0,1,0,0,0,0,0,0,5
MA,LAGO DOS RODRIGUES,3236,310,0,53,9,148,7,0,3,12,2447,212,8,0,4,17,0,0,0,0,0,6
MA,LAGO VERDE,2729,428,0,37,1,155,7,0,0,1,1830,242,11,0,12,2,0,0,0,0,2,1
MA,LAGOA DO MATO,1892,92,0,32,0,108,7,0,0,1,1587,50,12,0,0,0,0,1,0,0,0,2
MA,LAGOA GRANDE DO MARANHAO,1593,112,0,42,0,94,4,0,0,2,1284,51,3,0,1,0,0,0,0,0,0,0
MA,LAJEADO NOVO,1478,242,0,26,1,170,10,0,0,9,875,122,5,0,16,1,0,0,0,0,0,1
MA,LIMA CAMPOS,3762,445,0,102,10,156,20,0,6,37,2452,474,13,0,18,20,0,1,0,0,0,8
MA,LORETO,1870,238,0,32,9,200,6,0,0,9,1151,185,11,0,12,10,0,0,0,0,1,6
MA,LUIS DOMINGUES,736,69,0,6,0,40,6,0,0,2,533,73,4,0,2,0,0,0,0,0,0,1
MA,MAGALHAES DE ALMEIDA,1129,123,0,18,0,63,3,0,0,2,799,102,13,0,2,0,0,0,0,0,0,4
MA,MARACACUME,4475,684,0,94,5,273,27,0,2,58,2853,428,8,0,18,10,0,0,0,0,1,14
MA,MARAJA DO SENA,804,19,0,15,0,42,0,0,0,0,717,9,2,0,0,0,0,0,0,0,0,0
MA,MARANHAOZINHO,1540,309,0,55,2,88,4,0,1,2,959,93,3,0,16,4,0,0,0,0,0,4
MA,MATA ROMA,2646,500,0,62,0,241,29,0,2,7,1495,272,23,0,1,1,0,0,0,0,1,12
MA,MATINHA,4114,486,0,66,2,255,23,0,2,26,2819,407,12,0,7,2,0,0,0,0,0,7
MA,MATOES,2871,329,0,48,1,159,7,0,1,7,2088,189,27,0,7,2,0,0,0,0,1,5
MA,MATOES DO NORTE,727,184,0,20,2,48,4,0,1,5,401,49,6,0,4,2,0,0,0,0,0,1
MA,MILAGRES DO MARANHAO,353,66,0,12,0,39,7,0,0,3,200,14,10,0,0,0,0,0,0,0,0,2
MA,MIRADOR,2303,293,0,55,3,252,24,0,0,7,1534,109,5,0,5,9,0,0,0,0,1,6
MA,MIRANDA DO NORTE,3791,1014,0,156,16,343,38,0,11,11,1749,396,15,0,26,5,0,0,0,2,0,9
MA,MIRINZAL,2447,330,0,54,1,184,21,0,0,6,1513,317,8,0,3,2,0,0,0,0,1,7
MA,MONCAO,2932,393,0,38,1,153,18,0,3,10,2111,172,17,0,12,2,0,0,0,0,0,2
MA,MONTES ALTOS,1961,346,0,48,0,180,10,0,1,1,1222,132,3,0,16,0,0,0,0,0,0,2
MA,MORROS,2412,335,0,32,0,252,13,0,1,5,1650,99,9,0,8,0,0,0,0,0,2,6
MA,NINA RODRIGUES,1057,154,0,17,1,56,9,0,1,3,727,77,8,0,2,1,0,0,0,0,0,1
MA,NOVA COLINAS,1003,151,0,23,1,104,3,0,0,4,612,86,12,0,4,3,0,0,0,0,0,0
MA,NOVA IORQUE,599,107,0,16,0,74,2,0,0,2,339,42,2,0,13,1,0,0,0,0,0,1
MA,NOVA OLINDA DO MARANHAO,2697,477,0,73,6,139,8,0,1,14,1695,255,8,0,12,4,0,0,0,0,0,5
MA,OLHO D'AGUA DAS CUNHAS,5916,796,0,74,3,321,17,0,2,15,3655,930,17,0,72,3,0,0,0,0,0,11
MA,OLINDA NOVA DO MARANHAO,1824,241,0,44,2,160,22,0,0,5,1253,76,11,0,5,2,0,0,0,0,0,3
MA,PACO DO LUMIAR,29688,13082,0,539,29,2252,559,1,137,132,10769,1586,193,0,155,43,2,1,0,1,11,196
MA,PALMEIRANDIA,2542,303,0,26,2,132,13,0,0,3,1832,218,11,0,0,0,0,0,0,0,0,2
MA,PARAIBANO,5827,588,0,98,6,341,17,0,0,25,4081,628,7,0,14,4,0,0,0,0,0,18
MA,PARNARAMA,2453,266,0,56,0,186,8,0,2,3,1685,219,15,0,4,0,0,0,0,0,1,8
MA,PASSAGEM FRANCA,3536,292,0,58,0,257,14,0,0,8,2714,176,7,0,5,0,0,0,0,0,0,5
MA,PASTOS BONS,4627,700,0,156,29,345,23,0,1,12,2652,590,10,0,32,59,0,0,0,0,2,16
MA,PAULINO NEVES,705,73,0,5,3,199,20,0,0,3,347,27,12,0,4,3,0,1,0,0,0,8
MA,PAULO RAMOS,5251,484,0,86,1,197,9,0,1,10,4076,361,7,0,6,1,0,0,0,0,0,12
MA,PEDREIRAS,19774,2803,0,398,81,972,110,0,70,89,11528,3364,49,0,88,126,0,0,0,1,3,92
MA,PEDRO DO ROSARIO,2365,216,0,29,0,112,4,0,1,1,1890,100,10,0,2,0,0,0,0,0,0,0
MA,PENALVA,3488,415,0,45,0,174,30,0,1,4,2593,209,4,0,5,0,0,0,0,0,0,8
MA,PERI MIRIM,2033,278,0,31,1,98,12,0,0,9,1395,187,12,0,5,2,0,1,0,0,0,2
MA,PERITORO,4287,775,0,73,17,191,34,0,11,84,2732,301,14,0,33,20,0,0,0,0,0,2
MA,PINDARE MIRIM,6880,1357,0,100,11,297,50,0,14,22,4276,643,22,0,40,19,0,0,0,0,9,20
MA,PINHEIRO,26765,4204,0,547,40,1539,189,0,12,53,15192,4635,112,0,70,64,0,0,0,0,11,97
MA,PIO XII,5937,871,0,125,2,379,21,0,3,9,3747,723,9,0,31,5,0,0,0,0,3,9
MA,PIRAPEMAS,1647,267,0,27,3,97,7,0,2,5,1172,53,4,0,3,2,0,0,0,0,1,4
MA,POCAO DE PEDRAS,5311,396,0,61,3,197,22,0,0,18,4178,414,7,0,2,5,0,0,0,0,2,6
MA,PORTO FRANCO,7052,1546,0,155,59,578,76,0,3,24,3274,1089,22,0,104,105,0,0,0,0,1,16
MA,PORTO RICO DO MARANHAO,676,83,0,5,0,55,3,0,0,3,469,55,3,0,0,0,0,0,0,0,0,0
MA,PRESIDENTE DUTRA,19778,3582,0,572,60,1555,136,0,109,37,10535,2883,31,0,82,83,0,1,0,0,6,106
MA,PRESIDENTE JUSCELINO,1104,219,0,12,0,93,9,0,0,3,711,51,4,0,0,2,0,0,0,0,0,0
MA,PRESIDENTE MEDICI,932,169,0,15,0,63,3,0,0,6,628,41,3,0,2,0,0,0,0,0,0,2
MA,PRESIDENTE SARNEY,1996,138,0,17,1,92,2,0,0,9,1474,250,11,0,0,2,0,0,0,0,0,0
MA,PRESIDENTE VARGAS,1488,289,0,28,0,78,11,0,9,5,967,94,6,0,1,0,0,0,0,0,0,0
MA,PRIMEIRA CRUZ,241,34,0,2,0,71,4,0,0,2,113,9,5,0,1,0,0,0,0,0,0,0
MA,RAPOSA,5789,1613,0,149,7,510,94,1,22,8,2740,519,58,0,20,11,0,0,0,0,0,37
MA,RIACHAO,5026,735,0,129,11,373,27,0,1,14,3011,630,26,0,37,21,0,0,0,0,1,10
MA,RIBAMAR FIQUENE,1496,346,0,35,6,135,19,0,3,4,790,110,6,0,35,6,0,0,0,0,0,1
MA,ROSARIO,8032,1879,0,240,18,477,58,0,17,28,3895,1286,52,0,32,23,0,0,0,0,2,25
MA,SAMBAIBA,793,97,0,27,0,81,5,0,0,7,487,76,10,0,3,0,0,0,0,0,0,0
MA,SANTA FILOMENA DO MARANHAO,1148,171,0,13,0,160,11,0,0,5,702,77,6,0,1,0,0,1,0,0,0,1
MA,SANTA HELENA,5477,935,0,118,2,416,42,0,3,14,2981,921,22,0,10,0,0,0,0,0,2,11
MA,SANTA INES,35640,8323,0,887,64,2443,287,0,94,178,18056,4511,114,0,417,88,0,0,0,1,18,159
MA,SANTA LUZIA,13981,1930,0,314,5,826,61,0,2,96,8790,1868,15,0,41,6,0,1,0,0,2,24
MA,SANTA LUZIA DO PARUA,5876,1003,0,137,5,355,27,0,4,19,3756,515,14,0,28,6,0,0,0,0,0,7
MA,SANTA QUITERIA DO MARANHAO,3016,453,0,56,0,325,33,0,0,6,1813,289,22,0,6,0,0,0,0,0,1,12
MA,SANTA RITA,8559,1556,0,196,16,452,42,0,7,13,5150,1022,22,0,44,10,0,0,0,0,0,29
MA,SANTANA DO MARANHAO,598,75,0,13,0,109,7,0,1,3,348,30,9,0,2,0,0,0,0,0,0,1
MA,SANTO AMARO DO MARANHAO,490,33,0,6,0,233,15,0,0,4,184,2,5,0,1,0,0,1,0,0,0,6
MA,SANTO ANTONIO DOS LOPES,3995,435,0,151,6,292,13,0,3,16,2583,447,14,0,16,9,0,0,0,1,0,9
MA,SAO BENEDITO DO RIO PRETO,1769,332,0,25,0,227,27,0,0,8,946,189,6,0,3,0,0,0,0,0,0,6
MA,SAO BENTO,7633,1052,0,177,11,394,53,0,1,52,5137,682,26,0,8,23,0,0,0,0,0,17
MA,SAO BERNARDO,3580,489,0,89,10,245,16,0,1,9,2368,296,25,0,10,12,0,0,0,0,2,8
MA,SAO DOMINGOS DO AZEITAO,1302,175,0,66,41,158,3,0,0,7,639,74,4,0,38,90,0,0,0,0,1,6
MA,SAO DOMINGOS DO MARANHAO,9471,1497,0,295,37,1115,91,0,5,10,5532,736,26,0,24,71,0,0,0,0,1,31
MA,SAO FELIX DE BALSAS,389,72,0,12,1,66,4,0,0,3,191,28,2,0,6,3,0,0,0,0,0,1
MA,SAO FRANCISCO DO BREJAO,1951,348,0,68,1,167,15,0,2,4,1154,155,11,0,22,2,0,0,0,0,0,2
MA,SAO FRANCISCO DO MARANHAO,336,37,0,11,0,39,0,0,0,0,236,7,2,0,0,0,0,0,0,0,0,4
